obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""812.89110""","=""0.00009""","=""812.89108""","=""0.00009""","=""1200""","=""7.96e+05""",B,"=""18.61270528""","=""20.13751125""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T8378""","=""L9097""",
"=""813.64061""","=""0.00004""","=""813.64054""","=""0.00009""","=""17000""","=""1.18e+07""",B+,"=""18.61270528""","=""20.13610672""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""824.86826""","=""0.00009""","=""824.86823""","=""0.00010""","=""310""","=""3.14e+05""",C+,"=""18.63679156""","=""20.13945733""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""825.93795""","=""0.00004""","=""825.93790""","=""0.00010""","=""3300""","=""2.04e+06""",B,"=""18.63679156""","=""20.13751125""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T8378""","=""L3451""",
"=""826.60769""","=""0.00009""","=""826.60772""","=""0.00010""","=""7200""","=""3.33e+06""",C+,"=""18.63679156""","=""20.13629519""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""826.71166""","=""0.00004""","=""826.71163""","=""0.00010""","=""990""","=""6.16e+05""",C+,"=""18.63679156""","=""20.13610672""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""830.03248""","=""0.00004""","=""830.03258""","=""0.00010""","=""29000""","=""1.40e+07""",B+,"=""18.55510805""","=""20.04842449""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""830.15570""","=""0.00009""","=""830.15577""","=""0.00010""","=""1900""","=""1.01e+06""",C+,"=""18.55510805""","=""20.04820289""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""836.57464""","=""0.00004""","=""836.57465""","=""0.00010""","=""4600""","=""2.25e+06""",C+,"=""18.55510805""","=""20.03674670""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""837.63590""","=""0.00009""","=""837.63594""","=""0.00010""","=""6600""","=""2.46e+06""",C+,"=""18.55510805""","=""20.03486947""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""837.76070""","=""0.00010""","=""837.76080""","=""0.00010""","=""76000""","=""4.99e+07""",B+,"=""18.55510805""","=""20.03464893""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""4""",,"=""T6976""","=""L7292""",
"=""841.71597""","=""0.00009""","=""841.71606""","=""0.00010""","=""2700""","=""1.07e+06""",C+,"=""18.57583601""","=""20.04842449""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""841.84265""","=""0.00004""","=""841.84274""","=""0.00010""","=""26000""","=""1.56e+07""",B+,"=""18.57583601""","=""20.04820289""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""846.33569""","=""0.00004""","=""846.33575""","=""0.00010""","=""3700""","=""3.20e+06""",C+,"=""18.57583601""","=""20.04038646""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""848.44424""","=""0.00004""","=""848.44435""","=""0.00010""","=""1300""","=""7.15e+05""",C+,"=""18.57583601""","=""20.03674670""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""849.53591""","=""0.00004""","=""849.53598""","=""0.00010""","=""69000""","=""3.93e+07""",B+,"=""18.57583601""","=""20.03486947""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""854.46952""","=""0.00004""","=""854.46958""","=""0.00010""","=""1600""","=""1.22e+06""",C+,"=""18.57583601""","=""20.02644523""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""857.13535""","=""0.00004""","=""857.13524""","=""0.00010""","=""2900""","=""3.15e+06""",C+,"=""18.69335943""","=""20.13945733""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""858.29031""","=""0.00009""","=""858.29028""","=""0.00010""","=""1600""","=""1.04e+06""",B,"=""18.69335943""","=""20.13751125""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T8378""","=""L9097""",
"=""859.12583""","=""0.00004""","=""859.12584""","=""0.00010""","=""41000""","=""3.11e+07""",B+,"=""18.69335943""","=""20.13610672""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""863.46472""","=""0.00004""","=""863.46470""","=""0.00011""","=""35000""","=""2.27e+07""",B+,"=""18.61270528""","=""20.04820289""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""863.53177""","=""0.00010""","=""863.53175""","=""0.00011""","=""740""","=""7.90e+05""",C+,"=""18.70407118""","=""20.13945733""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""864.70412""","=""0.00009""","=""864.70411""","=""0.00011""","=""6000""","=""3.99e+06""",B+,"=""18.70407118""","=""20.13751125""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T8378""","=""L9097""",
"=""865.43828""","=""0.00009""","=""865.43831""","=""0.00011""","=""64000""","=""4.06e+07""",B+,"=""18.70407118""","=""20.13629519""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""865.55220""","=""0.00009""","=""865.55221""","=""0.00011""","=""7600""","=""4.81e+06""",B,"=""18.70407118""","=""20.13610672""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""867.94936""","=""0.00010""","=""867.94925""","=""0.00011""","=""13000""","=""1.45e+07""",B+,"=""18.71137667""","=""20.13945733""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""868.19216""","=""0.00004""","=""868.19211""","=""0.00011""","=""15000""","=""1.34e+07""",B,"=""18.61270528""","=""20.04038646""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""870.41122""","=""0.00010""","=""870.41116""","=""0.00011""","=""2900""","=""1.57e+06""",C+,"=""18.61270528""","=""20.03674670""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""876.7536""","=""0.0004""","=""876.75360""","=""0.00011""","=""160""","=""1.02e+05""",C,"=""18.61270528""","=""20.02644523""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",,"=""T8378""","=""L9097""",
"=""877.16575""","=""0.00010""","=""877.16563""","=""0.00011""","=""10000""","=""1.10e+07""",B,"=""18.72638145""","=""20.13945733""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""877.87322""","=""0.00010""","=""877.87328""","=""0.00011""","=""2100""","=""5.38e+06""",C+,"=""18.61270528""","=""20.02464208""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L9097""",
"=""878.06223""","=""0.00004""","=""878.06226""","=""0.00011""","=""57000""","=""2.93e+07""",B+,"=""18.63679156""","=""20.04842449""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""878.20015""","=""0.00010""","=""878.20012""","=""0.00011""","=""230""","=""1.13e+05""",C+,"=""18.63679156""","=""20.04820289""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""878.37539""","=""0.00004""","=""878.37533""","=""0.00011""","=""43000""","=""3.23e+07""",B+,"=""18.72638145""","=""20.13751125""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""879.25056""","=""0.00010""","=""879.25047""","=""0.00011""","=""260""","=""1.44e+05""",C+,"=""18.72638145""","=""20.13610672""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""883.09067""","=""0.00010""","=""883.09072""","=""0.00011""","=""550""","=""4.87e+05""",C+,"=""18.63679156""","=""20.04038646""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""885.38669""","=""0.00004""","=""885.38668""","=""0.00011""","=""27000""","=""1.64e+07""",B+,"=""18.63679156""","=""20.03674670""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""886.53057""","=""0.00004""","=""886.53063""","=""0.00011""","=""2100""","=""8.31e+05""",C+,"=""18.38162323""","=""19.77977193""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""886.57562""","=""0.00004""","=""886.57552""","=""0.00011""","=""15000""","=""5.77e+06""",B,"=""18.63679156""","=""20.03486947""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""889.22315""","=""0.00017""","=""889.22332""","=""0.00011""","=""12""","=""""",,"=""19.66403214""","=""21.05794707""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L9097""",
"=""889.56""","=""0.01""","=""889.56666""","=""0.00011""","=""3""","=""""",,"=""19.66403214""","=""21.05740907""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""891.544""","=""0.010""","=""891.53532""","=""0.00018""","=""4""","=""""",,"=""19.66403214""","=""21.05433227""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""""","=""L6099""",
"=""891.95007""","=""0.00010""","=""891.95006""","=""0.00011""","=""6400""","=""5.64e+06""",C+,"=""18.63679156""","=""20.02644523""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""892.74""","=""0.01""","=""892.74306""","=""0.00011""","=""3""","=""""",,"=""19.76060074""","=""21.14902003""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L6099""",
"=""892.92503""","=""0.00012""","=""892.92510""","=""0.00011""","=""18""","=""""",,"=""19.66403214""","=""21.05216837""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",,"=""""","=""L9097""",
"=""894.15133""","=""0.00014""","=""894.15149""","=""0.00012""","=""8""","=""""",,"=""19.68819383""","=""21.07442614""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L9097""",
"=""896.2328""","=""0.0004""","=""896.23271""","=""0.00014""","=""4""","=""""",,"=""19.77977193""","=""21.16278517""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L9097""",
"=""896.86""","=""0.01""","=""896.85396""","=""0.00013""","=""3""","=""""",,"=""19.66403214""","=""21.04608736""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L6099""",
"=""898.85564""","=""0.00010""","=""898.85564""","=""0.00011""","=""1800""","=""2.14e+06""",C+,"=""18.38162323""","=""19.76060074""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L9097""",
"=""903.69985""","=""0.00016""","=""903.69998""","=""0.00012""","=""9""","=""""",,"=""19.77977193""","=""21.15135738""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L9097""",
"=""904.68""","=""0.01""","=""904.676""","=""0.010""","=""1*""","=""""",,"=""20.02644523""","=""21.396551""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).9f""","=""2[5/2]""","=""2""",,"=""""","=""L6099""",
"=""904.68""","=""0.01""","=""904.6897""","=""0.0025""","=""1*""","=""""",,"=""19.77977193""","=""21.149857""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""904.9086""","=""0.0004""","=""904.90879""","=""0.00012""","=""4""","=""""",,"=""19.68819383""","=""21.05794707""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L9097""",
"=""905.2424""","=""0.0008""","=""905.24263""","=""0.00012""","=""3""","=""""",,"=""19.77977193""","=""21.14902003""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L9097""",
"=""905.2642""","=""0.0002""","=""905.26435""","=""0.00012""","=""7""","=""""",,"=""19.68819383""","=""21.05740907""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L9097""",
"=""907.3033""","=""0.0002""","=""907.30319""","=""0.00018""","=""5""","=""""",,"=""19.68819383""","=""21.05433227""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""""","=""L9097""",
"=""910.21""","=""0.01""","=""910.210""","=""0.010""","=""1""","=""""",,"=""20.03464893""","=""21.396424""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""4""","=""2s2.2p5.(2P*<3/2>).9f""","=""2[9/2]""","=""5""",,"=""""","=""L6099""",
"=""910.353""","=""0.010""","=""910.353""","=""0.010""","=""4""","=""""",,"=""20.03486947""","=""21.396432""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""3""","=""2s2.2p5.(2P*<3/2>).9f""","=""2[9/2]""","=""4""",,"=""""","=""L6099""",
"=""911.53""","=""0.01""","=""911.530""","=""0.010""","=""1*""","=""""",,"=""20.03674670""","=""21.396551""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).9f""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""911.53""","=""0.01""","=""911.530""","=""0.010""","=""1*""","=""""",,"=""20.03674670""","=""21.396551""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).9f""","=""2[5/2]""","=""2""",,"=""""","=""L6099""",
"=""914.86720""","=""0.00010""","=""914.86716""","=""0.00012""","=""12000""","=""6.02e+06""",B,"=""18.69335943""","=""20.04820289""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""919.38""","=""0.01""","=""919.380""","=""0.010""","=""1*""","=""""",,"=""20.04842449""","=""21.396618""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""","=""2s2.2p5.(2P*<3/2>).9f""","=""2[7/2]""","=""4""",,"=""""","=""L6099""",
"=""919.38""","=""0.01""","=""919.380""","=""0.010""","=""1*""","=""""",,"=""20.04842449""","=""21.396618""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""","=""2s2.2p5.(2P*<3/2>).9f""","=""2[7/2]""","=""3""",,"=""""","=""L6099""",
"=""920.17588""","=""0.00010""","=""920.17591""","=""0.00012""","=""8900""","=""7.77e+06""",B,"=""18.69335943""","=""20.04038646""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""922.00598""","=""0.00010""","=""922.00601""","=""0.00012""","=""6000""","=""2.18e+06""",C+,"=""18.70407118""","=""20.04842449""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""922.15802""","=""0.00010""","=""922.15801""","=""0.00012""","=""2200""","=""1.11e+06""",C+,"=""18.70407118""","=""20.04820289""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""922.66910""","=""0.00010""","=""922.66903""","=""0.00012""","=""1800""","=""9.69e+05""",C+,"=""18.69335943""","=""20.03674670""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""927.55191""","=""0.00010""","=""927.55196""","=""0.00012""","=""910""","=""8.14e+05""",C+,"=""18.70407118""","=""20.04038646""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""930.08532""","=""0.00010""","=""930.08527""","=""0.00012""","=""7700""","=""4.22e+06""",B,"=""18.70407118""","=""20.03674670""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""931.05833""","=""0.00010""","=""931.05839""","=""0.00012""","=""830""","=""2.38e+06""",C+,"=""18.69335943""","=""20.02464208""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L9097""",
"=""931.39731""","=""0.00010""","=""931.39726""","=""0.00012""","=""2700""","=""9.45e+05""",C+,"=""18.70407118""","=""20.03486947""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""932.65072""","=""0.00010""","=""932.65068""","=""0.00012""","=""6900""","=""5.80e+06""",C+,"=""18.71137667""","=""20.04038646""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""934.05""","=""0.01""","=""934.050""","=""0.010""","=""3""","=""""",,"=""20.02464208""","=""21.351661""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<3/2>).8f""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""935.33""","=""0.01""","=""935.330""","=""0.010""","=""4*""","=""""",,"=""20.02644523""","=""21.351649""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).8f""","=""2[3/2]""","=""2""",,"=""""","=""L6099""",
"=""935.33""","=""0.01""","=""935.321""","=""0.010""","=""4*""","=""""",,"=""20.02644523""","=""21.351661""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).8f""","=""2[3/2]""","=""1""",,"=""""","=""L6099""",
"=""937.33079""","=""0.00010""","=""937.33078""","=""0.00012""","=""1500""","=""1.40e+06""",C+,"=""18.70407118""","=""20.02644523""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""937.72276""","=""0.00013""","=""937.72265""","=""0.00012""","=""7""","=""""",,"=""18.72638145""","=""20.04820289""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""",,"=""""","=""L9097""",
"=""941.075""","=""0.010""","=""941.075""","=""0.010""","=""9""","=""""",,"=""20.03464893""","=""21.351761""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""4""","=""2s2.2p5.(2P*<3/2>).8f""","=""2[9/2]""","=""5""",,"=""""","=""L6099""",
"=""941.232""","=""0.010""","=""941.232""","=""0.010""","=""6""","=""""",,"=""20.03486947""","=""21.351763""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""3""","=""2s2.2p5.(2P*<3/2>).8f""","=""2[9/2]""","=""4""",,"=""""","=""L6099""",
"=""942.53797""","=""0.00010""","=""942.53788""","=""0.00013""","=""4800""","=""4.28e+06""",C+,"=""18.71137667""","=""20.02644523""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""943.30082""","=""0.00010""","=""943.30077""","=""0.00013""","=""66""","=""5.3e+04""",C,"=""18.72638145""","=""20.04038646""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",,"=""T8378""","=""L9097""",
"=""944.38""","=""0.01""","=""944.380""","=""0.010""","=""3""","=""""",,"=""20.13610672""","=""21.448610""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).8f""","=""2[7/2]""","=""3""",,"=""""","=""L6099""",
"=""944.526""","=""0.010""","=""944.526""","=""0.010""","=""4""","=""""",,"=""20.13629519""","=""21.448596""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""3""","=""2s2.2p5.(2P*<1/2>).8f""","=""2[7/2]""","=""4""",,"=""""","=""L6099""",
"=""945.40""","=""0.01""","=""945.400""","=""0.010""","=""1""","=""""",,"=""20.13751125""","=""21.448598""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).8f""","=""2[5/2]""","=""3""",,"=""""","=""L6099""",
"=""945.92110""","=""0.00010""","=""945.92095""","=""0.00013""","=""2800""","=""1.31e+06""",C+,"=""18.72638145""","=""20.03674670""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
